,title,REVISADO (bibtex citation),Google link,Taxonomy,Systematic,Mexico,Morphology,First gen.,Second gen.,Third gen.,Nuclear info,Chloroplast info,Parsimony,Maximum likelihood,Bayesian,MSC
201,A comprehensive phylogenetic analysis of Eriocaulaceae: Evidence from nuclear (ITS) and plastid (psbA-trnH and trnL-F) DNA sequences,,https://scholar.google.com/scholar?&q=A+comprehensive+phylogenetic+analysis+of+Eriocaulaceae%3A+Evidence+from+nuclear+%28ITS%29+and+plastid+%28psbA-trnH+and+trnL-F%29+DNA+sequences,?,Auto,?,?,Auto,?,?,Auto,Auto,?,?,?,?
203,A continent-wide phylogeographical analysis of Cedrela (Meliaceae),,https://scholar.google.com/scholar?&q=A+continent-wide+phylogeographical+analysis+of+Cedrela+%28Meliaceae%29,?,Auto,?,?,?,?,?,?,?,?,?,?,?
205,A coupled phylogeographical and species distribution modelling approach recovers the demographical history of a Neotropical seasonally dry forest tree species,,https://scholar.google.com/scholar?&q=A+coupled+phylogeographical+and+species+distribution+modelling+approach+recovers+the+demographical+history+of+a+Neotropical+seasonally+dry+forest+tree+species,?,Auto,?,?,?,?,?,?,?,?,?,?,?
209,"A dated phylogeny of the palm tribe Chamaedoreeae supports Eocene dispersal between Africa, North and South America",,https://scholar.google.com/scholar?&q=A+dated+phylogeny+of+the+palm+tribe+Chamaedoreeae+supports+Eocene+dispersal+between+Africa%2C+North+and+South+America,?,Auto,?,?,?,?,?,?,?,?,?,?,?
210,A dated phylogeny of the papaya family (Caricaceae) reveals the crop's closest relatives and the family's biogeographic history,,https://scholar.google.com/scholar?&q=A+dated+phylogeny+of+the+papaya+family+%28Caricaceae%29+reveals+the+crop%27s+closest+relatives+and+the+family%27s+biogeographic+history,?,Auto,?,?,?,?,?,?,?,?,?,?,?
211,A dated phylogeny of the papilionoid legume genus Canavalia reveals recent diversification by a pantropical liana lineage,,https://scholar.google.com/scholar?&q=A+dated+phylogeny+of+the+papilionoid+legume+genus+Canavalia+reveals+recent+diversification+by+a+pantropical+liana+lineage,?,Auto,?,?,?,?,?,?,?,?,?,?,?
216,A detailed investigation of the Pterocarpus clade (Leguminosae: Dalbergieae): Etaballia with radially symmetrical flowers is nested within the papilionoid-flowered Pterocarpus,,https://scholar.google.com/scholar?&q=A+detailed+investigation+of+the+Pterocarpus+clade+%28Leguminosae%3A+Dalbergieae%29%3A+Etaballia+with+radially+symmetrical+flowers+is+nested+within+the+papilionoid-flowered+Pterocarpus,?,Auto,?,?,?,?,?,?,?,?,?,?,?
220,A drought-driven model for the evolution of obligate apomixis in ferns: evidence from pellaeids (Pteridaceae),,https://scholar.google.com/scholar?&q=A+drought-driven+model+for+the+evolution+of+obligate+apomixis+in+ferns%3A+evidence+from+pellaeids+%28Pteridaceae%29,?,Auto,?,?,?,?,?,?,?,?,?,?,?
226,A few-gene plastid phylogenetic framework for mycoheterotrophic monocots,,https://scholar.google.com/scholar?&q=A+few-gene+plastid+phylogenetic+framework+for+mycoheterotrophic+monocots,?,Auto,?,?,?,?,?,?,?,?,?,?,?
227,A first molecular phylogenetic analysis of Passiflora (Passifloraceae),,https://scholar.google.com/scholar?&q=A+first+molecular+phylogenetic+analysis+of+Passiflora+%28Passifloraceae%29,?,Auto,?,?,?,?,?,?,?,?,?,?,?
229,A four-gene study of evolutionary relationships in Solanum section Acanthophora,,https://scholar.google.com/scholar?&q=A+four-gene+study+of+evolutionary+relationships+in+Solanum+section+Acanthophora,?,Auto,?,?,?,?,?,?,?,?,?,?,?
239,A fully resolved and dated chloroplast phylogeny of the brassica crops and wild relatives (Brassiceae: Brassicaceae): testing biogeographical and diversification hypotheses in the tribe,,https://scholar.google.com/scholar?&q=A+fully+resolved+and+dated+chloroplast+phylogeny+of+the+brassica+crops+and+wild+relatives+%28Brassiceae%3A+Brassicaceae%29%3A+testing+biogeographical+and+diversification+hypotheses+in+the+tribe,?,Auto,?,?,?,?,?,?,Auto,?,?,?,?
240,A fully resolved chloroplast phylogeny of the brassica crops and wild relatives (Brassicaceae: Brassiceae): Novel clades and potential taxonomic implications,,https://scholar.google.com/scholar?&q=A+fully+resolved+chloroplast+phylogeny+of+the+brassica+crops+and+wild+relatives+%28Brassicaceae%3A+Brassiceae%29%3A+Novel+clades+and+potential+taxonomic+implications,Auto,Auto,?,?,?,?,?,?,Auto,?,?,?,?
257,A genetic map in the Mimulus guttatus species complex reveals transmission ratio distortion due to heterospecific interactions,,https://scholar.google.com/scholar?&q=A+genetic+map+in+the+Mimulus+guttatus+species+complex+reveals+transmission+ratio+distortion+due+to+heterospecific+interactions,?,Auto,?,?,?,?,?,?,?,?,?,?,?
258,A genome-scale mining strategy for recovering novel rapidly-evolving nuclear single-copy genes for addressing shallow-scale phylogenetics in Hydrangea,,https://scholar.google.com/scholar?&q=A+genome-scale+mining+strategy+for+recovering+novel+rapidly-evolving+nuclear+single-copy+genes+for+addressing+shallow-scale+phylogenetics+in+Hydrangea,?,Auto,?,?,?,?,?,Auto,?,?,?,?,?
262,A genomic scan for selection reveals candidates for genes involved in the evolution of cultivated sunflower (Helianthus annuus),,https://scholar.google.com/scholar?&q=A+genomic+scan+for+selection+reveals+candidates+for+genes+involved+in+the+evolution+of+cultivated+sunflower+%28Helianthus+annuus%29,?,Auto,?,?,?,?,?,?,?,?,?,?,?
263,A geographical pattern of Antirrhinum (Scrophulariaceae) speciation since the Pliocene based on plastid and nuclear DNA polymorphisms,,https://scholar.google.com/scholar?&q=A+geographical+pattern+of+Antirrhinum+%28Scrophulariaceae%29+speciation+since+the+Pliocene+based+on+plastid+and+nuclear+DNA+polymorphisms,?,Auto,?,?,?,?,?,Auto,?,?,?,?,?
264,A geographically confined yet ecologically diverse legume clade suggests precipitation associated with growing opportunity structures phylogenies involving the succulent biome,,https://scholar.google.com/scholar?&q=A+geographically+confined+yet+ecologically+diverse+legume+clade+suggests+precipitation+associated+with+growing+opportunity+structures+phylogenies+involving+the+succulent+biome,?,Auto,?,?,?,?,?,?,?,?,?,?,?
265,"A giant spurrey on a tiny island : On the phylogenetic position of Sanctambrosia manicata (Caryophyllaceae) and the generic circumsciptions of Spergula, Spergularia and Rhodalsine",,https://scholar.google.com/scholar?&q=A+giant+spurrey+on+a+tiny+island+%3A+On+the+phylogenetic+position+of+Sanctambrosia+manicata+%28Caryophyllaceae%29+and+the+generic+circumsciptions+of+Spergula%2C+Spergularia+and+Rhodalsine,?,Auto,?,?,?,?,?,?,?,?,?,?,?
266,A global analysis of fern phylogeny based on rbcL nucleotide sequences,,https://scholar.google.com/scholar?&q=A+global+analysis+of+fern+phylogeny+based+on+rbcL+nucleotide+sequences,?,Auto,?,?,Auto,?,?,?,Auto,?,?,?,?
267,A global infrageneric classification system for the genus Crotalaria (Leguminosae) based on molecular and morphological evidence,,https://scholar.google.com/scholar?&q=A+global+infrageneric+classification+system+for+the+genus+Crotalaria+%28Leguminosae%29+based+on+molecular+and+morphological+evidence,Auto,?,?,Auto,?,?,?,?,?,?,?,?,?
268,A global molecular phylogeny of the fern genus Trichomanes (Hymenophyllaceae) with special reference to stem anatomy,,https://scholar.google.com/scholar?&q=A+global+molecular+phylogeny+of+the+fern+genus+Trichomanes+%28Hymenophyllaceae%29+with+special+reference+to+stem+anatomy,?,Auto,?,?,?,?,?,?,?,?,?,?,?
269,"A global phylogeny of Stegnogramma ferns (Thelypteridaceae): generic and sectional revision, historical biogeography, and evolution of leaf architecture",,https://scholar.google.com/scholar?&q=A+global+phylogeny+of+Stegnogramma+ferns+%28Thelypteridaceae%29%3A+generic+and+sectional+revision%2C+historical+biogeography%2C+and+evolution+of+leaf+architecture,?,Auto,?,?,?,?,?,?,?,?,?,?,?
270,A global phylogeny of the fern genus Tectaria (Tectariaceae: Polypodiales) based on plastid and nuclear markers identifies major evolutionary lineages and suggests repeated evolution of free venation from anastomosing venation,,https://scholar.google.com/scholar?&q=A+global+phylogeny+of+the+fern+genus+Tectaria+%28Tectariaceae%3A+Polypodiales%29+based+on+plastid+and+nuclear+markers+identifies+major+evolutionary+lineages+and+suggests+repeated+evolution+of+free+venation+from+anastomosing+venation,?,Auto,?,?,Auto,?,?,Auto,?,?,?,?,?
271,A global plastid phylogeny of the brake fern genus Pteris (Pteridaceae) and related genera in the Pteridoideae,,https://scholar.google.com/scholar?&q=A+global+plastid+phylogeny+of+the+brake+fern+genus+Pteris+%28Pteridaceae%29+and+related+genera+in+the+Pteridoideae,?,Auto,?,?,?,?,?,?,?,?,?,?,?
272,A global plastid phylogeny of the fern genus Asplenium (Aspleniaceae),,https://scholar.google.com/scholar?&q=A+global+plastid+phylogeny+of+the+fern+genus+Asplenium+%28Aspleniaceae%29,?,Auto,?,?,?,?,?,?,?,?,?,?,?
273,A global plastid phylogeny uncovers extensive cryptic speciation in the fern genus Hymenasplenium (Aspleniaceae),,https://scholar.google.com/scholar?&q=A+global+plastid+phylogeny+uncovers+extensive+cryptic+speciation+in+the+fern+genus+Hymenasplenium+%28Aspleniaceae%29,?,Auto,?,?,?,?,?,?,?,?,?,?,?
278,"A historical landscape approach to assessing genetic diversity, structure, and connectivity in the seagrass Halodule wrightii from the Gulf of Mexico and western Atlantic",,https://scholar.google.com/scholar?&q=A+historical+landscape+approach+to+assessing+genetic+diversity%2C+structure%2C+and+connectivity+in+the+seagrass+Halodule+wrightii+from+the+Gulf+of+Mexico+and+western+Atlantic,?,?,Auto,?,?,?,?,?,?,?,?,?,?
283,A jungle tale: Molecular phylogeny and divergence time estimates of the Desmopsis-Stenanona clade (Annonaceae) in Mesoamerica,,https://scholar.google.com/scholar?&q=A+jungle+tale%3A+Molecular+phylogeny+and+divergence+time+estimates+of+the+Desmopsis-Stenanona+clade+%28Annonaceae%29+in+Mesoamerica,?,Auto,?,?,?,?,?,?,?,?,?,?,?
285,A large-scale phylogeny of Polygonaceae based on molecular data,,https://scholar.google.com/scholar?&q=A+large-scale+phylogeny+of+Polygonaceae+based+on+molecular+data,?,Auto,?,?,?,?,?,?,?,?,?,?,?
286,A large-scale phylogeny of the lycophyte genus Selaginella (Selaginellaceae: Lycopodiopsida) based on plastid and nuclear loci,,https://scholar.google.com/scholar?&q=A+large-scale+phylogeny+of+the+lycophyte+genus+Selaginella+%28Selaginellaceae%3A+Lycopodiopsida%29+based+on+plastid+and+nuclear+loci,?,Auto,?,?,?,?,?,Auto,?,?,?,?,?
287,A large-scale species level dated angiosperm phylogeny for evolutionary and ecological analyses,,https://scholar.google.com/scholar?&q=A+large-scale+species+level+dated+angiosperm+phylogeny+for+evolutionary+and+ecological+analyses,?,Auto,?,?,?,?,?,?,?,?,?,?,?
290,A long distance dispersal hypothesis for the Pandanaceae and the origins of the Pandanus tectorius complex,,https://scholar.google.com/scholar?&q=A+long+distance+dispersal+hypothesis+for+the+Pandanaceae+and+the+origins+of+the+Pandanus+tectorius+complex,?,Auto,?,?,?,?,?,?,?,?,?,?,?
298,A matK-based phylogeny of the Brassicaceae,,https://scholar.google.com/scholar?&q=A+matK-based+phylogeny+of+the+Brassicaceae,?,Auto,?,?,Auto,?,?,?,Auto,?,?,?,?
316,A model of bulb evolution in the eudicot genus Oxalis,,https://scholar.google.com/scholar?&q=A+model+of+bulb+evolution+in+the+eudicot+genus+Oxalis,?,Auto,?,?,?,?,?,?,?,?,?,?,?
317,A model of bulb evolution in the eudicot genus Oxalis (Oxalidaceae),,https://scholar.google.com/scholar?&q=A+model+of+bulb+evolution+in+the+eudicot+genus+Oxalis+%28Oxalidaceae%29,?,Auto,?,?,?,?,?,?,?,?,?,?,?
319,A molecular analysis of cryptic speciation in Botrychium subgenus Botrychium,,https://scholar.google.com/scholar?&q=A+molecular+analysis+of+cryptic+speciation+in+Botrychium+subgenus+Botrychium,?,Auto,?,?,?,?,?,?,?,?,?,?,?
321,"A molecular and morphological phylogenetic study of subtribe Bletiinae (Epidendreae, Orchidaceae)",,https://scholar.google.com/scholar?&q=A+molecular+and+morphological+phylogenetic+study+of+subtribe+Bletiinae+%28Epidendreae%2C+Orchidaceae%29,?,Auto,?,Auto,?,?,?,?,?,?,?,?,?
323,A molecular approach to the phylogenetic relationship among the Korean Poaceae taxa,,https://scholar.google.com/scholar?&q=A+molecular+approach+to+the+phylogenetic+relationship+among+the+Korean+Poaceae+taxa,?,Auto,?,?,?,?,?,?,?,?,?,?,?
325,A molecular assessment of species relationships among cryptic species of Botrychium subgenus Botrychium (Ophioglossaceae),,https://scholar.google.com/scholar?&q=A+molecular+assessment+of+species+relationships+among+cryptic+species+of+Botrychium+subgenus+Botrychium+%28Ophioglossaceae%29,?,Auto,?,?,?,?,?,?,?,?,?,?,?
326,A molecular evaluation of the monophyly of the order Ebenales based upon rbcL sequence data,,https://scholar.google.com/scholar?&q=A+molecular+evaluation+of+the+monophyly+of+the+order+Ebenales+based+upon+rbcL+sequence+data,?,Auto,?,?,Auto,?,?,?,Auto,?,?,?,?
327,"A molecular framework for understanding the phylogeny of Spiranthes (Orchidaceae), a cosmopolitan genus with a North American center of diversity",,https://scholar.google.com/scholar?&q=A+molecular+framework+for+understanding+the+phylogeny+of+Spiranthes+%28Orchidaceae%29%2C+a+cosmopolitan+genus+with+a+North+American+center+of+diversity,?,Auto,?,?,?,?,?,?,?,?,?,?,?
328,A molecular investigation of the phylogenetic relationship and classification of Cleistogenes (Poaceae) based on nuclear gene and plastid DNA,,https://scholar.google.com/scholar?&q=A+molecular+investigation+of+the+phylogenetic+relationship+and+classification+of+Cleistogenes+%28Poaceae%29+based+on+nuclear+gene+and+plastid+DNA,Auto,Auto,?,?,?,?,?,Auto,?,?,?,?,?
330,"A molecular phylogenetic analysis of Pinus, section Diploxylon, subsection Ponderosae: interspecific and intraspecific genetic relationships",,https://scholar.google.com/scholar?&q=A+molecular+phylogenetic+analysis+of+Pinus%2C+section+Diploxylon%2C+subsection+Ponderosae%3A+interspecific+and+intraspecific+genetic+relationships,?,Auto,?,?,?,?,?,?,?,?,?,?,?
331,A molecular phylogenetic analysis of Trichilia (Meliaceae),,https://scholar.google.com/scholar?&q=A+molecular+phylogenetic+analysis+of+Trichilia+%28Meliaceae%29,?,Auto,?,?,?,?,?,?,?,?,?,?,?
332,"A molecular phylogenetic analysis of the bloodroot and kangaroo paw family, Haemodoraceae: taxonomic, biogeographic and conservation implications",,https://scholar.google.com/scholar?&q=A+molecular+phylogenetic+analysis+of+the+bloodroot+and+kangaroo+paw+family%2C+Haemodoraceae%3A+taxonomic%2C+biogeographic+and+conservation+implications,Auto,Auto,?,?,?,?,?,?,?,?,?,?,?
333,"A molecular phylogenetic approach to the systematics of Cylindropuntieae (Opuntioideae, Cactaceae)",,https://scholar.google.com/scholar?&q=A+molecular+phylogenetic+approach+to+the+systematics+of+Cylindropuntieae+%28Opuntioideae%2C+Cactaceae%29,?,Auto,?,?,?,?,?,?,?,?,?,?,?
334,A molecular phylogenetic approach to western North America endemic Artemisia and allies (Asteraceae): Untangling the sagebrushes,,https://scholar.google.com/scholar?&q=A+molecular+phylogenetic+approach+to+western+North+America+endemic+Artemisia+and+allies+%28Asteraceae%29%3A+Untangling+the+sagebrushes,?,Auto,?,?,?,?,?,?,?,?,?,?,?
335,A molecular phylogenetic investigation of the relationship between Linaceae subfamilies Linoideae and Hugonioideae,,https://scholar.google.com/scholar?&q=A+molecular+phylogenetic+investigation+of+the+relationship+between+Linaceae+subfamilies+Linoideae+and+Hugonioideae,?,Auto,?,?,?,?,?,?,?,?,?,?,?
336,A molecular phylogenetic study of Deschampsia (Poaceae: Aveneae) inferred from nuclear ITS and plastid trnL sequence data: support for the recognition of Avenella and Vahlodea,,https://scholar.google.com/scholar?&q=A+molecular+phylogenetic+study+of+Deschampsia+%28Poaceae%3A+Aveneae%29+inferred+from+nuclear+ITS+and+plastid+trnL+sequence+data%3A+support+for+the+recognition+of+Avenella+and+Vahlodea,?,Auto,?,?,Auto,?,?,Auto,Auto,?,?,?,?
337,"A molecular phylogenetic study of Graptopetalum (Crassulaceae) based on ETS, ITS, RPL16, and TRNL-F nucleotide sequences",,https://scholar.google.com/scholar?&q=A+molecular+phylogenetic+study+of+Graptopetalum+%28Crassulaceae%29+based+on+ETS%2C+ITS%2C+RPL16%2C+and+TRNL-F+nucleotide+sequences,?,Auto,?,?,Auto,?,?,Auto,Auto,?,?,?,?
338,A molecular phylogenetic study of the condamineeae-rondeletieae-sipaneeae complex (Rubiaceae) based on rps16 sequence data,,https://scholar.google.com/scholar?&q=A+molecular+phylogenetic+study+of+the+condamineeae-rondeletieae-sipaneeae+complex+%28Rubiaceae%29+based+on+rps16+sequence+data,?,Auto,?,?,?,?,?,?,?,?,?,?,?
339,A molecular phylogenetic study of the subtribe Glycininae (Leguminosae) derived from the chloroplast DNA rps16 intron sequences,,https://scholar.google.com/scholar?&q=A+molecular+phylogenetic+study+of+the+subtribe+Glycininae+%28Leguminosae%29+derived+from+the+chloroplast+DNA+rps16+intron+sequences,?,Auto,?,?,?,?,?,?,Auto,?,?,?,?
340,"A molecular phylogeny and a new classification of Pyrola (Pyroleae, Ericaceae)",,https://scholar.google.com/scholar?&q=A+molecular+phylogeny+and+a+new+classification+of+Pyrola+%28Pyroleae%2C+Ericaceae%29,Auto,Auto,?,?,?,?,?,?,?,?,?,?,?
341,A molecular phylogeny and classification of Cannabaceae,,https://scholar.google.com/scholar?&q=A+molecular+phylogeny+and+classification+of+Cannabaceae,Auto,Auto,?,?,?,?,?,?,?,?,?,?,?
342,A molecular phylogeny and classification of Leptochloa (Poaceae: Chloridoideae: Chlorideae) sensu lato and related genera,,https://scholar.google.com/scholar?&q=A+molecular+phylogeny+and+classification+of+Leptochloa+%28Poaceae%3A+Chloridoideae%3A+Chlorideae%29+sensu+lato+and+related+genera,Auto,Auto,?,?,?,?,?,?,?,?,?,?,?
343,A molecular phylogeny and classification of Verbenaceae,,https://scholar.google.com/scholar?&q=A+molecular+phylogeny+and+classification+of+Verbenaceae,Auto,Auto,?,?,?,?,?,?,?,?,?,?,?
344,"A molecular phylogeny and classification of the Cynodonteae (Poaceae: Chloridoideae) with four new genera: Orthacanthus, Triplasiella, Tripogonella, and Zaqiqa; three new subtribes: Dactylocteninae, Orininae, and Zaqiqinae; and a subgeneric classification of Distichlis",,https://scholar.google.com/scholar?&q=A+molecular+phylogeny+and+classification+of+the+Cynodonteae+%28Poaceae%3A+Chloridoideae%29+with+four+new+genera%3A+Orthacanthus%2C+Triplasiella%2C+Tripogonella%2C+and+Zaqiqa%3B+three+new+subtribes%3A+Dactylocteninae%2C+Orininae%2C+and+Zaqiqinae%3B+and+a+subgeneric+classification+of+Distichlis,Auto,Auto,?,?,?,?,?,?,?,?,?,?,?
345,"A molecular phylogeny and classification of the Eleusininae with a new genus, Micrachne (Poaceae: Chloridoideae: Cynodonteae)",,https://scholar.google.com/scholar?&q=A+molecular+phylogeny+and+classification+of+the+Eleusininae+with+a+new+genus%2C+Micrachne+%28Poaceae%3A+Chloridoideae%3A+Cynodonteae%29,Auto,Auto,?,?,?,?,?,?,?,?,?,?,?
346,A molecular phylogeny and new infrageneric classification of Mucuna adans. (Leguminosae-Papilionoideae) including insights from morphology and hypotheses about biogeography,,https://scholar.google.com/scholar?&q=A+molecular+phylogeny+and+new+infrageneric+classification+of+Mucuna+adans.+%28Leguminosae-Papilionoideae%29+including+insights+from+morphology+and+hypotheses+about+biogeography,Auto,Auto,?,Auto,?,?,?,?,?,?,?,?,?
347,A molecular phylogeny and new subgeneric classification of Sporobolus (Poaceae: Chloridoideae: Sporobolinae),,https://scholar.google.com/scholar?&q=A+molecular+phylogeny+and+new+subgeneric+classification+of+Sporobolus+%28Poaceae%3A+Chloridoideae%3A+Sporobolinae%29,Auto,Auto,?,?,?,?,?,?,?,?,?,?,?
348,A molecular phylogeny for the New Zealand Blechnaceae ferns from analyses of chloroplast trnL-trnF DNA sequences,,https://scholar.google.com/scholar?&q=A+molecular+phylogeny+for+the+New+Zealand+Blechnaceae+ferns+from+analyses+of+chloroplast+trnL-trnF+DNA+sequences,?,Auto,?,?,Auto,?,?,?,Auto,?,?,?,?
